,Unnamed: 0,filename,description,author,text
767,767,910379028.jpg,Портрет Г. И. Шоофса,Илья Ефимович Репин,"рисовать человека в костюме и галстуке, стоя скрестив руки."
768,768,218817138.jpg,Портрет генерала А. Н. Куропаткина,Илья Ефимович Репин,"рисунок человека в форме, едящего еду с ножом"
769,769,700787353.jpg,Портрет графини С. В. Паниной,Илья Ефимович Репин,портрет женщины в черном платье с чёрным бабочным галстуком
770,770,709906005.jpg,Портрет доктора Г. Кострова,Илья Ефимович Репин,Картина мужчины в костюме и бабочках
771,771,932653808.jpg,Портрет Е. Г. Мамонтовой,Илья Ефимович Репин,"рисунок женщины в белом платье, сидящей на стуле"
772,772,453182983.jpg,Портрет Е. Н. Званцевой,Илья Ефимович Репин,"рисунок женщины, сидящей на фиолетовом стуле"
773,773,374328613.jpg,Иван Сергеевич Тургенев ,Илья Ефимович Репин,Картина мужчины с белой бородой и черной курткой
774,774,134634399.jpg,Портрет Ивана Евграфьевича Ададурова,Илья Ефимович Репин,"рисунок человека, сидящего за столом с пишущей машинкой"
775,775,680847167.jpg,Портрет князя Михаила Сергеевича Волконского,Илья Ефимович Репин,рисунок человека в красной форме сидящего за столом
776,776,665850830.jpg,Портрет композитора А. Г. Рубинштейна,Илья Ефимович Репин,рисунок человека в черном костюме с палкой
777,777,695019531.jpg,Портрет Л. И. Шестаковойсестры композитора М. И. Глинки,Илья Ефимович Репин,"рисунок женщины, сидящей в стуле с черной шляпой"
778,778,939465332.jpg,Портрет М. О. Левенфельд,Илья Ефимович Репин,рисунок женщины с шляпой моряка и красным поясом
779,779,984536743.jpg,Портрет М. О. Микешина,Илья Ефимович Репин,рисунок мужчины в костюме с сигаретой
780,780,365869140.jpg,Портрет мальчика,Илья Ефимович Репин,"рисунок мальчика в синей куртке, сидящего в красном стуле."
781,781,499407958.jpg,Портрет мальчика,Илья Ефимович Репин,рисунок мальчика в шляпе и пиджаке с книгой
782,782,352658081.jpg,Портрет Марии Борисовны Чуковской,Илья Ефимович Репин,рисунок женщины в черном платье и белом фоне
783,783,453924560.jpg,Портрет П. А. Столыпина,Илья Ефимович Репин,"рисунок мужчины в костюме, читающего газету"
784,784,754071044.jpg,Портрет писателя Леонида Андреева на яхте,Илья Ефимович Репин,"рисунок человека, стоящего на лодке с парусом"
785,785,732482910.jpg,Портрет почетного члена Академии наук и Академии художеств П. П. Семенова- Тян-Шанского,Илья Ефимович Репин,"рисунок человека, сидящего за столом с книгой"
786,786,897250366.jpg,Портрет поэта Войнова. 1923–1926,Илья Ефимович Репин,"рисунок мужчины в костюме и галстуке, прислонившись к столбу лампы"
787,787,394296264.jpg,Портрет С. И. Мамонтова,Илья Ефимович Репин,Картина человека с бородой и синей курткой
788,788,474468994.jpg,Портрет скульптора Е. П. Тархановой- Антокольской,Илья Ефимович Репин,рисунок женщины в черном платье и белом ошейнике.
789,789,953060913.jpg,Портрет скульптора И. Я. Гинцбург в молодости,Илья Ефимович Репин,рисунок мальчика с черной шляпой и белой рубашкой
790,790,343017578.jpg,Портрет собирателя картин и рисунков русских художников И. Е. Цветкова,Илья Ефимович Репин,Картина человека с бородой и костюмом
791,791,685488891.jpg,Портрет Т. П. Чаплыгинадвоюродного брата И. Е. Репина,Илья Ефимович Репин,Картина человека с бородой и зелёной курткой
792,792,660742187.jpg,Портрет художника Галлен- Каллела,Илья Ефимович Репин,рисунок человека с усами и жилетом
793,793,380700683.jpg,Портрет художника И. Н. Крамского,Илья Ефимович Репин,рисунок мужчины в костюме сидящего на красном стуле
794,794,959158325.jpg,Портрет художника П.П.Чистякова,Илья Ефимович Репин,"рисунок человека с бородой, сидящего на стуле"
795,795,360760498.jpg,Портрет художника Р. С. Левицкого,Илья Ефимович Репин,"Арафированный портрет человека с бородой, сидящего в кресле"
796,796,538821411.jpg,Портрет Я. М. Венгерова,Илья Ефимович Репин,"рисунок человека, сидящего за столом с тарелкой еды"
797,797,392538452.jpg,Сапожки царевича,Илья Ефимович Репин,рисунок зеленого ботинка с красным фоном
798,798,333569335.jpg,Сечеловек,Илья Ефимович Репин,"рисунок свечи, зажженной в темной комнате с окном"
799,799,445053100.jpg,Солоха и дьяк,Илья Ефимович Репин,"рисунок женщины, разговаривающей по мобильному телефону, в то время как другая женщина смотрит"
800,800,362161254.jpg,Старуха,Илья Ефимович Репин,рисунок женщины в коричневом платье и коричневой шляпе.
801,801,786920166.jpg,У рояля. Портрет С. В. Тарновской,Илья Ефимович Репин,"рисунок женщины, сидящей у пианино перед зеркалом"
802,802,525390625.jpg,Украинский крестьянин,Илья Ефимович Репин,рисунок человека с бородой и белой рубашкой
803,803,418576049.jpg,Этюд к картине Торжественное заседание Государственного совета 7 мая 1901 года2,Илья Ефимович Репин,рисунок мужчины в форме сидящего на стуле
804,804,499160766.jpg,Бурлак 1,Илья Ефимович Репин,на картине человека с трубкой во рту
805,805,298660278.jpg,Бурлаки на Волге 2,Илья Ефимович Репин,"рисунок группы мужчин, идущих по грунтовой дороге"
806,806,285943603.jpg,В волостном правлении,Илья Ефимович Репин,"рисунок группы людей, стоящих вокруг стола в комнате"
807,807,428793334.jpg,В зале Государствен- ного совета,Илья Ефимович Репин,"Вид большой комнаты, в которой много людей сидят за столами."
808,808,985415649.jpg,Во время концерта в дворянском собрании,Илья Ефимович Репин,"Арафированная картина мужчины, стоящего рядом с женщиной в платье"
809,809,524429321.jpg,Голова казака,Илья Ефимович Репин,Картина человека с бородой и шляпой.
810,810,332855224.jpg,Голова мужчины,Илья Ефимович Репин,Картина человека с бородой и усами
811,811,708285522.jpg,Женская фигура на фоне пейзажа,Илья Ефимович Репин,"рисунок человека, стоящего на каменной стене рядом с деревом"
812,812,757009887.jpg,Запорожец,Илья Ефимович Репин,рисунок человека с усами и красной курткой
813,813,268145751.jpg,Казак ,Илья Ефимович Репин,"рисунок человека в тюрбане, опирающегося на бочку"
814,814,280807495.jpg,Конный портрет,Илья Ефимович Репин,"рисунок человека, катающегося на лошади на поле с синим поясом"
815,815,666262817.jpg,Крестьянская девочка,Илья Ефимович Репин,"рисунок женщины, сидящей в поле с шляпой"
816,816,767886352.jpg,Лошадь,Илья Ефимович Репин,рисунок лошади в поле с неба на заднем плане
817,817,965722656.jpg,На набережной,Илья Ефимович Репин,"рисунок женщины, сидящей на балконе, глядя на океан"
818,818,752835083.jpg,На перроне вокзала. Уличная сцена с удаляющейся конкой. -е,Илья Ефимович Репин,"рисунок мужчины и женщины, стоящих на железнодорожной дорожке"
819,819,733087158.jpg,Портрет А. В. Жиркевича,Илья Ефимович Репин,рисунок человека в военной форме с усами
820,820,229940795.jpg,Портрет А. И. Шевцова,Илья Ефимович Репин,"Картина человека с бородой, сидящей за столом."
821,821,256555175.jpg,Портрет А. С. Бочаровойтетки художника,Илья Ефимович Репин,портрет женщины в черной шальке и черной шляпе
822,822,327691650.jpg,Портрет А. Ф. Керенского,Илья Ефимович Репин,"рисунок человека, сидящего в стуле с руками на коленях"
823,823,942047119.jpg,Портрет Венгерова,Илья Ефимович Репин,рисунок мужчины в костюме сидящего на стуле
824,824,838720703.jpg,Портрет Вильгельма Вильгельмовича фон Битнера,Илья Ефимович Репин,"рисунок человека, сидящего за столом с серебряной вазой"
825,825,648822021.jpg,Портрет Владимира Александровича,Илья Ефимович Репин,"рисунок человека в форме, сидящего за столом"
826,826,327059936.jpg,Портрет военного,Илья Ефимович Репин,нарисованную мужчиной в военной униформе.
827,827,930758666.jpg,Портрет графа Д. М. Сольского,Илья Ефимович Репин,Картина человека с бородой и медалью.
828,828,780822753.jpg,Портрет графа К. Н. Палена,Илья Ефимович Репин,"рисунок человека в униформе, сидящего"
829,829,487350463.jpg,Портрет И. Р. Тарханова,Илья Ефимович Репин,"рисунок человека в военной одежде, сидящего за столом"
830,830,433544921.jpg,Портрет историка И. Е. Забелина,Илья Ефимович Репин,"рисунок человека с длинной бородой, сидящего за столом"
831,831,123648071.jpg,Портрет крестьянина,Илья Ефимович Репин,Картина человека с долгой бородой и книгой
832,832,921392822.jpg,Портрет В.В.Стасова ,Илья Ефимович Репин,арафированный портрет человека с бородой и цепью
833,833,191159057.jpg,Портрет М. Н. Галкина- Враского,Илья Ефимович Репин,"рисунок человека в форме, сидящего за столом"
834,834,238153076.jpg,Портрет музыкального деятеля М. П. Беляева,Илья Ефимович Репин,Картина человека с бородой и костюмом
835,835,111096191.jpg,Портрет Н. Д. Ермакова,Илья Ефимович Репин,рисунок мужчины в белом костюме сидящего за столом
836,836,378009033.jpg,Портрет общественной деятельницы Н. В. Стасовой,Илья Ефимович Репин,"рисунок женщины, сидящей в стуле с скрести руки"
837,837,480950927.jpg,Портрет писательницы Н. Б. Нордман-Северовой,Илья Ефимович Репин,"рисунок женщины, сидящей в кресле с зонтиком"
838,838,590841674.jpg,Портрет писательницы Наталии Борисовны Нордман- Северовойжены художника,Илья Ефимович Репин,рисунок женщины в меховом пальто и шляпе
839,839,150811767.jpg,Портрет писателя В. М. Гаршина,Илья Ефимович Репин,Картина человека с бородой и шляпой.
840,840,896508789.jpg,Портрет писателя И. И. Ясинского,Илья Ефимович Репин,Картина человека с длинной бородой и чёрным котом
841,841,636077880.jpg,Портрет художника И. И. Бродского,Илья Ефимович Репин,"рисунок мужчины в костюме и галстуке, сидящего"
842,842,427584838.jpg,Портрет художницы В. В. Веревкиной,Илья Ефимович Репин,рисунок женщины в шляпе и пернатой шляпе
843,843,650579833.jpg,Старшинасо спиныосвещенный солнцем,Илья Ефимович Репин,"рисунок женщины в белом платье, стоящей на поле"
844,844,630392456.jpg,Старый крестьянин,Илья Ефимович Репин,"на картине человека, стоящего в траве с шляпой"
845,845,503610229.jpg,Танцующая. -е,Илья Ефимович Репин,рисунок женщины в зелёном платье и шляпе
846,846,876074218.jpg,Искушение,Илья Ефимович Репин,рисунок мужчины и женщины в лесу с деревом
847,847,195993041.jpg,Портрет художника В. А. Серова,Илья Ефимович Репин,"рисунок мужчины, сидящего на скамейке с рукой на шее"
848,848,857562255.jpg,В мастерской И. Е. Репина. Рисовальный вечер,Илья Ефимович Репин,"рисунки группы людей, сидящих за столом"
849,849,844323730.jpg,Портрет актрисы Элеоноры Дузе,Илья Ефимович Репин,"арафированный рисунок человека, сидящего в стуле, с рукой, лежащей на колене"
850,850,846054077.jpg,Портрет М. И. Арцыбушевой,Илья Ефимович Репин,рисунок женщины с шляпой и шарфом
851,851,399624633.jpg,Автопортрет 1,Илья Ефимович Репин,рисунок человека с бородой и усами
852,852,133178710.jpg,Горбун2,Илья Ефимович Репин,"рисунок женщины, сидящей на стуле с телефоном на ухо"
853,853,293084716.jpg,Невский проспект,Илья Ефимович Репин,"рисунок толпы людей, идущих по улице с лошадиной каретой"
854,854,891317749.jpg,Отказ от исповеди,Илья Ефимович Репин,"рисунок мужчины и женщины, сидящей на скамейке"
855,855,146691894.jpg,Портрет В. М. Васнецова,Илья Ефимович Репин,арафированный рисунок человека с бородой и галстуком
856,856,823257446.jpg,Пророк. Около,Илья Ефимович Репин,"рисунок группы людей, идущих по улице"
857,857,824163818.jpg,Фигура приплясывающего,Илья Ефимович Репин,рисунок человека в килте с мечом
858,858,250842285.jpg,Автопортрет,Илья Ефимович Репин,рисунок человека с бородой и усами
859,859,847042846.jpg,Андрий Кот,Илья Ефимович Репин,"рисунок мужчины, сидящего на стуле с шляпой"
860,860,568045043.jpg,Д. В. Каракозов,Илья Ефимович Репин,рисунок человека с шляпой и бородой.
861,861,164654541.jpg,Женская голова ,Илья Ефимович Репин,"рисунок женщины, лежащей в постели с головой на подушке"
862,862,801943969.jpg,Кавалькада в Абрамцево,Илья Ефимович Репин,"рисунок группы людей, катающихся на лошадях в поле"
863,863,105575561.jpg,Л. Н. Толстой за работой у круглого стола,Илья Ефимович Репин,"рисунок мужчины, сидящего за столом"
864,864,302148437.jpg,М. Горький читает в Пенатах свою драму Дети солнца,Илья Ефимович Репин,"На рисунке группы людей, сидящих за столом"
865,865,584606933.jpg,М. М. Антокольский,Илья Ефимович Репин,рисунок человека с белым шарфом головы
866,866,619076538.jpg,Портрет Веры Репиной,Илья Ефимович Репин,рисунок женщины с шляпой на голове
867,867,207638549.jpg,А. С. Пушкин у Карла Брюллова,Илья Ефимович Репин,"рисунок мужчины, сидящего на диване рядом с собакой"
868,868,759729003.jpg,Бурлакитянущие лямку,Илья Ефимович Репин,"рисунки человека и собаки, идущих по улице"
869,869,445684814.jpg,Горбун,Илья Ефимович Репин,"рисунок мужчины с тростью, шляпой и курткой"
870,870,683813476.jpg,Н. Н. Вентцель,Илья Ефимович Репин,"рисунок из двух мужчин в пальто и шапках, стоящих рядом друг с другом"
871,871,817269897.jpg,Пейзаж,Илья Ефимович Репин,рисунок поля с деревьями и травой на заднем фоне
872,872,912438964.jpg,Портрет Романова,Илья Ефимович Репин,рисунок мужчины в халате стоящий с руками на бедрах
873,873,707489013.jpg,Портрет художника В. А. Серова,Илья Ефимович Репин,рисунок мужчины с бородой и пиджаком
874,874,729708862.jpg,Предательство в Гефсиманском саду,Илья Ефимович Репин,рисунок группы людей в лесу с деревьями
875,875,266909790.jpg,У Доминика,Илья Ефимович Репин,"рисунок группы людей, сидящих в комнате с пианино"
876,876,518276977.jpg,В верхнем ярусе театра,Илья Ефимович Репин,"рисунок группы людей, сидящих за столом"
877,877,457083129.jpg,Девочка Ада,Илья Ефимович Репин,"рисунок женщины, сидящей на скамейке в шляпе"
878,878,455215454.jpg,Деревня Мохначи,Илья Ефимович Репин,на рисунке селения с рекой и с обожженной крышей.
879,879,598916625.jpg,Женщина в чепце,Илья Ефимович Репин,рисунок женщины в шляпе моряка и белой рубашке
880,880,543627929.jpg,За чтением ,Илья Ефимович Репин,"рисунок женщины, пишущей книгу в комнате"
881,881,861572265.jpg,Нищий с сумой,Илья Ефимович Репин,"рисунок человека с шляпой и тростью, стоящим перед зданием"
882,882,974923706.jpg,Отдых1,Илья Ефимович Репин,"рисунок женщины, сидящей на стуле с головой на руке"
883,883,121945190.jpg,Портрет Е. Г. Мамонтовой за чтением,Илья Ефимович Репин,"На рисунке женщины, читающей книгу, сидящей на стуле"
884,884,717596435.jpg,Церковь и колокольня в Чугуеве,Илья Ефимович Репин,рисунок колодца с часовой башней на заднем плане
885,885,472299194.jpg,Ширяев буерак на Волге,Илья Ефимович Репин,Есть черно-белая фотография горы с поездом на ней.
886,886,173223876.jpg,Арест пропагандиста1,Илья Ефимович Репин,"рисунок группы людей, стоящих в комнате с мужчиной, держащим меч"
887,887,854843139.jpg,Арест пропагандиста2,Илья Ефимович Репин,"рисунок человека, стоящего перед толпой людей"
888,888,185583496.jpg,Женский портрет,Илья Ефимович Репин,"рисунок мужчины, сидящего на скамейке с книгой"
889,889,233456420.jpg,За роялем,Илья Ефимович Репин,"рисунок женщины, сидящей за пианино в комнате"
890,890,820346069.jpg,Запорожцы,Илья Ефимович Репин,"рисунок группы людей, стоящих за столом"
891,891,178607177.jpg,И. И. Шишкин на заседании совета Академии художеств,Илья Ефимович Репин,рисунок человека с бородой и гитарой
892,892,779614257.jpg,Лев Николаевич Толстой за чтением,Илья Ефимович Репин,"рисунок человека, сидящего на диване с книгой"
893,893,921063232.jpg,На берегу моря,Илья Ефимович Репин,"рисунок пары, гуляющей по пляжу с собакой"
894,894,100549316.jpg,Пейзаж Здравнёво,Илья Ефимович Репин,рисунок лошади и человека на санях в снегу
895,895,338265991.jpg,Портрет В. А. Жиркевича,Илья Ефимович Репин,На рисунке человека с книгой в руке.
896,896,143835449.jpg,Портрет Владимира Сергеевича Соловьева,Илья Ефимович Репин,Арафированный рисунок человека с длинной бородой и бородой
897,897,616604614.jpg,Портрет Дмитрия Сергеевича Мережковского. Около,Илья Ефимович Репин,арафированный рисунок человека с бородой и галстуком
898,898,129580688.jpg,Портрет Е. Г. Мамонтовой,Илья Ефимович Репин,рисунок человека с перчаткой на руке
899,899,330548095.jpg,Портрет Е. Д. Баташевой,Илья Ефимович Репин,рисунок женщины с шляпой и шарфом
900,900,428298950.jpg,Портрет Зинаиды Николаевны Гиппиус,Илья Ефимович Репин,рисунок женщины с меховым ошейником и черным ошейником
901,901,185198974.jpg,Портрет Л. Н. Толстого,Илья Ефимович Репин,рисунок человека с бородой и усами
902,902,978878784.jpg,Портрет Л. Н. Яковлевой,Илья Ефимович Репин,рисунок женщины в платье с черным ошейником
903,903,106756591.jpg,Портрет М. К. Тенишевой,Илья Ефимович Репин,"рисунок женщины, сидящей в кресле с теннисной ракеткой"
904,904,767309570.jpg,Портрет молодой женысидящей на диване,Илья Ефимович Репин,"рисунок женщины, сидящей на скамейке с ожерельем на шее"
905,905,918728637.jpg,Портрет П. Шиндлера,Илья Ефимович Репин,рисунок человека с бородой и костюмом
906,906,821939086.jpg,Портрет П. П. Чистякова,Илья Ефимович Репин,рисунок человека с бородой и костюмом
907,907,525170898.jpg,Портрет С. И. Мамонтова,Илья Ефимович Репин,"рисунок человека с бородой, сидящего в кресле"
908,908,399542236.jpg,Портрет Т. С. Репинойматери художника,Илья Ефимович Репин,"рисунок женщины, сидящей на диване с шляпой"
909,909,875469970.jpg,Портрет художника И. С. Остроухова,Илья Ефимович Репин,рисунок человека с усами и костюмом
910,910,159875488.jpg,Портрет Э. Л. Праховой и художника Р. С. Левицкого,Илья Ефимович Репин,"рисунок женщины, сидящей за столом с котом"
911,911,581613159.jpg,Рыбацкие сети. Ширяево,Илья Ефимович Репин,рисунок линии столбов на пляже с водоемом
912,912,110244750.jpg,Христос и Никодим,Илья Ефимович Репин,"рисунок двух человек, сидящих на скамейке, говорящих"
913,913,846548461.jpg,Чтение вслух,Илья Ефимович Репин,"рисунки мужчины, сидящего в стуле с женщиной, сидящей рядом с ним"
914,914,292535400.jpg,Швея,Илья Ефимович Репин,"рисунок женщины, сидящей на кровати, читающей книгу"
915,915,450820922.jpg,Этюды Л. Н. Толстого,Илья Ефимович Репин,рисунок трёх мужчин с длинными бородами и бородой.
916,916,324780273.jpg,Африканский мотив,Илья Ефимович Репин,"Картина человека, играющего на флейте рядом с деревом"
917,917,434753417.jpg,Всадник,Илья Ефимович Репин,"рисунок человека, который едет на лошади с мечом."
918,918,506549072.jpg,Голова калмыка,Илья Ефимович Репин,рисунок человека с шляпой и галстуком
919,919,287756347.jpg,Проповедь Кунцевича в Белоруссии,Илья Ефимович Репин,"рисунок человека, стоящего перед толпой людей"
920,920,820428466.jpg,Сидящий натурщик ,Илья Ефимович Репин,"рисунок человека, сидящего на коробке с сигаретой в руке"
921,921,211401367.jpg,Зимний сон . 1908-1914,Аполлинарий Михайлович Васнецов,рисунок снежного пути с деревьями и забором
922,922,123345947.jpg,Москва при Иване Грозном. Красная площадь. 1902,Аполлинарий Михайлович Васнецов,"рисунок толпы людей, идущих по улице рядом со зданием"
923,923,315771484.jpg,Скоморохи. 1904,Аполлинарий Михайлович Васнецов,"рисунок группы людей, идущих по снежной улице"
924,924,287399291.jpg,Вьюжит. Метель. Старая Москва. 1904,Аполлинарий Михайлович Васнецов,Картина города с часовой башней и уличным светом
925,925,898019409.jpg,Московский Кремль при Иване III. 1921,Аполлинарий Михайлович Васнецов,Картина города с замком наверху.
926,926,920623779.jpg,Базар. XVII век. 1903,Аполлинарий Михайлович Васнецов,рисунок рынка с людьми и продавцами на переднем плане
927,927,559887695.jpg,Осень. 1910-е,Аполлинарий Михайлович Васнецов,рисунок парка с скамейкой и деревьями осенью
928,928,555163574.jpg,Ветка яблони. 1930,Аполлинарий Михайлович Васнецов,Картина яблок на деревянной ветке в поле
929,929,428573608.jpg,За варкой варенья. 1892,Аполлинарий Михайлович Васнецов,"рисунок женщины, сидящей за столом в саду"
930,930,187039184.jpg,Строительство деревянных стен Кремля. XII век. 1903,Аполлинарий Михайлович Васнецов,"Картина деревни с поездом, проходящим через нее"
931,931,184924316.jpg,Площадь Ивана Великого в Кремле. XVII век. 1903,Аполлинарий Михайлович Васнецов,"Картина городской улицы, где люди ходят вокруг нее по снегу."
932,932,509652709.jpg,Горный пейзаж. 1895,Аполлинарий Михайлович Васнецов,Картина горной сцены с церковью и дорогой
933,933,600097656.jpg,Москва. Конец XVII века. 1902,Аполлинарий Михайлович Васнецов,"Картина города с множеством людей, гуляющих вокруг него"
934,934,819686889.jpg,Улица в Китай-городе. Начало XVII века. 1900,Аполлинарий Михайлович Васнецов,"Картина города с множеством людей, гуляющих вокруг"
935,935,602459716.jpg,Новодевичий монастырь. Башни. 1926,Аполлинарий Михайлович Васнецов,рисунок замка с рекой на заднем плане
936,936,932901000.jpg,Родина,Аполлинарий Михайлович Васнецов,рисунок ландшафта с фермой и дорогой
937,937,676205444.jpg,Скит. 1901,Аполлинарий Михайлович Васнецов,"рисунок хижины в лесу с лестницей, ведущей к нему"
938,938,939520263.jpg,Выход боярыни . 1909,Аполлинарий Михайлович Васнецов,"рисунок группы людей, стоящих на мосту"
939,939,789144897.jpg,После дождя. 1887,Аполлинарий Михайлович Васнецов,рисунок ландшафта с фермой и дорогой
940,940,256967163.jpg,В осадное сиденье. Троицкий мост и башня Кутафья. 1915,Аполлинарий Михайлович Васнецов,"рисунок толпы людей, идущих по улице"
941,941,928698730.jpg,Старое устье реки Неглинной. 1924,Аполлинарий Михайлович Васнецов,рисунок лодки в воде возле замка с башней
942,942,474743652.jpg,Московский Кремль при Иване Калите. 1921,Аполлинарий Михайлович Васнецов,покраска города со множеством зданий и лодок
943,943,134744262.jpg,Северный край. 1899,Аполлинарий Михайлович Васнецов,рисунок реки с деревьями и небом на заднем плане
944,944,491085815.jpg,Двор удельного князя,Аполлинарий Михайлович Васнецов,"рисунок группы людей, стоящих вокруг деревни"
945,945,189154052.jpg,Старая Москва. 1896,Аполлинарий Михайлович Васнецов,"рисунок толпы людей, гуляющих по городу с замком на заднем плане"
946,946,310140991.jpg,Новгородский торг,Аполлинарий Михайлович Васнецов,рисунок сцены на рынке с людьми и животными в снегу
947,947,172317504.jpg,Оборона Москвы от хана Тохтамыша. XIV век. 1918,Аполлинарий Михайлович Васнецов,"рисунок толпы людей, стоящих вокруг здания"
948,948,958856201.jpg,Основание Кремля. Постройка новых стен Кремля Юрием Долгоруким в 1156 году. 1917,Аполлинарий Михайлович Васнецов,"рисунок группы людей, стоящих вокруг деревянных строений"
949,949,198767089.jpg,У Воробьевых гор,Аполлинарий Михайлович Васнецов,"рисунок женщины и ребенка, сидящего на скамейке у озера"
950,950,369000244.jpg,В Московском Кремле,Аполлинарий Михайлович Васнецов,живопись города с множеством людей на нем
951,951,284982299.jpg,Старая Москва. Отъезд с кулачного боя. 1900-е,Аполлинарий Михайлович Васнецов,"рисунок толпы людей, стоящих вокруг замка с часовой башней"
952,952,118402099.jpg,Московский Кремль при Дмитрии Донском . 1922,Аполлинарий Михайлович Васнецов,Картина замка с множеством людей на ней
953,953,801422119.jpg,Цветущий луг. 1882-1885,Аполлинарий Михайлович Васнецов,живопись поля диких цветов с деревьями на заднем фоне
954,954,620120239.jpg,Гремячая башня. Псков. 1908,Аполлинарий Михайлович Васнецов,Картина замка с башней на холме с деревьями
955,955,968991088.jpg,Книжные лавочки на Спасском мосту в XVII веке. 1916,Аполлинарий Михайлович Васнецов,"рисунок группы людей, стоящих вокруг здания с часовой башней"
956,956,864566040.jpg,Площадь перед церковью. Улица в городе. 1911,Аполлинарий Михайлович Васнецов,"рисунок деревенской сцены с людьми, проходящими через дверные проемы"
957,957,964761352.jpg,Гора Благодать. 1890,Аполлинарий Михайлович Васнецов,рисунок горы с колокольчиком и зданием сверху
958,958,870855712.jpg,Красная площадь во второй половине XVII века. 1925,Аполлинарий Михайлович Васнецов,"Картина городской площади с множеством людей, ходящих вокруг"
959,959,192422485.jpg,Крымский пейзаж. 1890,Аполлинарий Михайлович Васнецов,покраска дома в поле с деревьями и кустами
960,960,499710083.jpg,Московский застенок. Конец XVI века. 1912,Аполлинарий Михайлович Васнецов,"рисунок группы людей, стоящих перед замком"
961,961,167373657.jpg,Московский Кремль. 1897,Аполлинарий Михайлович Васнецов,рисунок с видом на город с замком и рекой
962,962,371444702.jpg,На крестце в Китай-городе. 1902,Аполлинарий Михайлович Васнецов,"живопись города с множеством людей, ходящих вокруг."
963,963,595016479.jpg,Площадь в осажденном Китеже. 1906,Аполлинарий Михайлович Васнецов,"рисунок группы людей, стоящих во дворе"
964,964,340930175.jpg,Серый день . 1883,Аполлинарий Михайлович Васнецов,"рисунок поля с дорогой, ведущей к дереву"
965,965,821389770.jpg,Троице-Сергиева лавра. 1908-1913,Аполлинарий Михайлович Васнецов,живопись деревни с людьми и церковью
966,966,580349731.jpg,Ахтырка. Вид усадьбы. 1894,Аполлинарий Михайлович Васнецов,рисунок реки с домом вдали
967,967,222799682.jpg,Новодевичий монастырь. Собор. 1926,Аполлинарий Михайлович Васнецов,Картина большого здания с золотым куполом наверху
968,968,694799804.jpg,Сад князя Жемчужного. 1911,Аполлинарий Михайлович Васнецов,"рисунок пары, сидящей на скамейке в саду"
969,969,823477172.jpg,Старорусский город,Аполлинарий Михайлович Васнецов,рисунок снежной улицы с лошадиной каретой и церковью
970,970,807025146.jpg,Варяжские корабли в Великом Новгороде. 1902,Аполлинарий Михайлович Васнецов,живопись гавани с лодками и замком на заднем плане
971,971,801394653.jpg,Всехсвятский каменный мост. Конец XVII века. 1901,Аполлинарий Михайлович Васнецов,"Картина города, в котором много людей ходят по снегу."
972,972,947457885.jpg,Лиственницы. 1905,Аполлинарий Михайлович Васнецов,рисунок женщины в поле с деревьями и прудом
973,973,255648803.jpg,Москва середины XVII столетия. Москворецкий мост и Водяные ворота. 1900,Аполлинарий Михайлович Васнецов,живопись города с мостом и рекой с людьми
974,974,399981689.jpg,Московский Кремль. Соборы. 1894,Аполлинарий Михайлович Васнецов,живопись города с рекой и мостом перед ним
975,975,657611083.jpg,Общественные бани в Москве в XVII веке. 1922,Аполлинарий Михайлович Васнецов,рисунок бревен с лошадиной каретой перед ним
976,976,504324340.jpg,Осинки. Абрамцево. 1886,Аполлинарий Михайлович Васнецов,рисунок грунтовой дороги в лесу с деревьями
977,977,231451416.jpg,Покинутая усадьба. 1901,Аполлинарий Михайлович Васнецов,рисунок хижины в поле с деревом и птицей
978,978,187313842.jpg,Стены деревянного города. Москва XVII века. 1920,Аполлинарий Михайлович Васнецов,живопись деревни с мостом и рекой с людьми
979,979,195718383.jpg,Татары идут. Конец XIV века . 1909,Аполлинарий Михайлович Васнецов,рисунок с видом на город с рекой и мостом
980,980,685928344.jpg,У Мясницких ворот Белого города в XVII веке. 1926,Аполлинарий Михайлович Васнецов,Картина улицы с людьми и лошадьми на ней
981,981,992749023.jpg,Уличное движение на Воскресенском мосту в XVIII веке. 1926,Аполлинарий Михайлович Васнецов,"рисунок большой группы людей, ходящих по мосту"
982,982,373202514.jpg,Аллея в Абрамцеве. 1917,Аполлинарий Михайлович Васнецов,Картина пути через сад с цветами
983,983,895520019.jpg,Берег залива. Териоки. Фиинляндия. 1881,Аполлинарий Михайлович Васнецов,рисунок пляжа с несколькими камнями и водоемом.
984,984,968798828.jpg,В тени лип. Демьяново. 1907,Аполлинарий Михайлович Васнецов,Картина скамейки в парке с деревом и скамейкой в тени
985,985,520913696.jpg,Медведчики . Старая Москва. 1911,Аполлинарий Михайлович Васнецов,"рисунок деревни в снегу с людьми, идущими по улице"
986,986,381195068.jpg,Пушечно-литейный двор на реке неглинной. 1918,Аполлинарий Михайлович Васнецов,на картине деревни с церковью и множеством людей.
987,987,592462158.jpg,Ротонда Миловида в Найденовском парке. Москва. 1920-е,Аполлинарий Михайлович Васнецов,Картина статуи в саду с деревьями и кустами
